指标,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
国际旅游外汇收入(百万美元),409.95,377.98,350.14,317.38,297.1,280.73,822.68,720.24,567.19,464.6,377.94,300.65,222,164.2
